ref_img_name,dis_img_name,quality_score,jnd_mapped
i01.png,i01_01_01.png,0.9999999403953552,8.940696716308594e-07
i01.png,i01_01_02.png,0.9710676074028015,0.4339858889579773
i01.png,i01_01_03.png,0.7784073352813721,3.323889970779419
i01.png,i01_01_04.png,0.564893901348114,6.52659147977829
i01.png,i01_01_05.png,0.32876572012901306,10.068514198064804
i01.png,i01_02_01.png,0.9107484817504883,1.3387727737426758
i01.png,i01_02_02.png,0.7243595123291016,4.134607315063477
i01.png,i01_02_03.png,0.5418214797973633,6.872677803039551
i01.png,i01_02_04.png,0.4231353998184204,8.652969002723694
i01.png,i01_02_05.png,0.347616970539093,9.785745441913605
i01.png,i01_03_01.png,0.9999999403953552,8.940696716308594e-07
i01.png,i01_03_02.png,0.923062801361084,1.1540579795837402
i01.png,i01_03_03.png,0.7703894972801208,3.4441575407981873
i01.png,i01_03_04.png,0.6932358741760254,4.601461887359619
i01.png,i01_03_05.png,0.5361090898513794,6.958363652229309
i01.png,i01_04_01.png,0.8984367251396179,1.5234491229057312
i01.png,i01_04_02.png,0.6129971742630005,5.805042386054993
i01.png,i01_04_03.png,0.5075392723083496,7.386910915374756
i01.png,i01_04_04.png,0.4789310693740845,7.816033959388733
i01.png,i01_04_05.png,0.41122379899024963,8.831643015146255
i01.png,i01_05_01.png,0.8676365613937378,1.985451579093933
i01.png,i01_05_02.png,0.8404160737991333,2.3937588930130005
i01.png,i01_05_03.png,0.8151797652244568,2.772303521633148
i01.png,i01_05_04.png,0.8130373954772949,2.804439067840576
i01.png,i01_05_05.png,0.8194528818130493,2.7082067728042603
i01.png,i01_06_01.png,0.6289993524551392,5.565009713172913
i01.png,i01_06_02.png,0.5939604640007019,6.090593039989471
i01.png,i01_06_03.png,0.5481846332550049,6.777230501174927
i01.png,i01_06_04.png,0.4714171588420868,7.928742617368698
i01.png,i01_06_05.png,0.37747180461883545,9.337922930717468
i01.png,i01_07_01.png,0.8593393564224243,2.1099096536636353
i01.png,i01_07_02.png,0.7469819784164429,3.795270323753357
i01.png,i01_07_03.png,0.6809225082397461,4.786162376403809
i01.png,i01_07_04.png,0.6152783036231995,5.770825445652008
i01.png,i01_07_05.png,0.588477611541748,6.172835826873779
i01.png,i01_08_01.png,0.9999999403953552,8.940696716308594e-07
i01.png,i01_08_02.png,0.744400143623352,3.8339978456497192
i01.png,i01_08_03.png,0.6611313819885254,5.083029270172119
i01.png,i01_08_04.png,0.5410715341567993,6.88392698764801
i01.png,i01_08_05.png,0.40462175011634827,8.930673748254776
i01.png,i01_09_01.png,0.888496994972229,1.672545075416565
i01.png,i01_09_02.png,0.7313064932823181,4.030402600765228
i01.png,i01_09_03.png,0.6470192670822144,5.294710993766785
i01.png,i01_09_04.png,0.43887829780578613,8.416825532913208
i01.png,i01_09_05.png,0.30002254247665405,10.49966186285019
i01.png,i01_10_01.png,0.6763933300971985,4.854100048542023
