ref_img_name,dis_img_name,quality_score,jnd_mapped
a0000.png,a0000_10_00.png,0.4309181571006775,8.536227643489838
a0000.png,a0000_10_01.png,0.6303521990776062,5.544717013835907
a0000.png,a0000_10_02.png,0.49561643600463867,7.56575345993042
a0000.png,a0000_10_03.png,0.35010892152786255,9.748366177082062
a0000.png,a0000_10_04.png,0.7614789605140686,3.577815592288971
a0000.png,a0000_10_05.png,0.5675982236862183,6.486026644706726
a0000.png,a0000_10_06.png,0.5600370168685913,6.59944474697113
a0000.png,a0000_10_07.png,0.556247889995575,6.656281650066376
a0000.png,a0000_10_08.png,0.5193168520927429,7.210247218608856
a0000.png,a0000_10_09.png,0.5082359910011292,7.376460134983063
a0000.png,a0000_10_10.png,0.4902091920375824,7.646862119436264
a0000.png,a0000_10_11.png,0.5276053547859192,7.085919678211212
a0000.png,a0000_10_12.png,0.488948792219162,7.66576811671257
a0000.png,a0000_10_14.png,0.45671769976615906,8.149234503507614
a0000.png,a0000_10_15.png,0.4155580401420593,8.76662939786911
a0000.png,a0000_10_16.png,0.33397823572158813,9.990326464176178
a0000.png,a0000_10_17.png,0.23984041810035706,11.402393728494644
a0000.png,a0000_10_18.png,0.5960866212844849,6.058700680732727
a0000.png,a0000_10_19.png,0.49131232500076294,7.630315124988556
a0000.png,a0000_10_20.png,0.5288394689559937,7.067407965660095
a0000.png,a0000_10_21.png,0.4767691195011139,7.848463207483292
a0000.png,a0000_10_24.png,0.5377222299575806,6.9341665506362915
a0000.png,a0000_10_26.png,0.5506898164749146,6.739652752876282
a0000.png,a0000_10_27.png,0.4944300353527069,7.583549469709396
a0000.png,a0000_10_28.png,0.508638858795166,7.37041711807251
a0000.png,a0000_10_29.png,0.709909200668335,4.351361989974976
a0000.png,a0000_10_30.png,0.8263616561889648,2.6045751571655273
a0000.png,a0000_10_31.png,0.6102783679962158,5.845824480056763
a0000.png,a0000_10_32.png,0.8190648555755615,2.714027166366577
a0000.png,a0000_10_34.png,0.43134552240371704,8.529817163944244
a0000.png,a0000_10_35.png,0.5432029962539673,6.851955056190491
a0000.png,a0000_10_36.png,0.49353310465812683,7.5970034301280975
a0000.png,a0000_10_37.png,0.45305126905441284,8.204230964183807
a0000.png,a0000_10_38.png,0.48222851753234863,7.7665722370147705
a0000.png,a0000_10_39.png,0.41463127732276917,8.780530840158463
a0000.png,a0000_10_40.png,0.4384280741214752,8.423578888177872
a0000.png,a0000_10_41.png,0.39203059673309326,9.119541049003601
a0000.png,a0000_10_42.png,0.40310099720954895,8.953485041856766
a0000.png,a0000_10_43.png,0.38605251908302307,9.209212213754654
a0000.png,a0000_10_44.png,0.3689938187599182,9.465092718601227
